"Gender","Age","WorkType","Position","V1","V2r","V3","V4","V5","V6","V7","SDS1r","SDaw2","SDS3r","SDaw4","SDS5r","SDaw6","SDS7r","SDaw8","SDS9r","SDaw10","MF1","MF2","MF3","MF4","MF5","MF6","MF7","MF8","MF9","MF10","MF11","MF12","MF13","MF14","MF15","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","mach1","mach2","mach3","mach4","mach5","mach6","mach7","mach8","mach9","narc1","narc2","narc3","narc4","narc5","narc6","narc7","narc8","narc9","psy1","psy2","psy3","psy4","psy5","psy6","psy7","psy8","psy9","Energia","Uvedomovanie","Agentnost","Sustredenost","Smerovanie","Tlak","Vazby","Zdatnost","Pochybnosti","Izolacia","Zdroje","Bariery","Presadzovanie","Potreba_uznania","Indiferentnost","AgeCLASS1","AgeCLASS2","AgeCLASS3","weight1","weight2","weight3","ZGender","ZAge","ZWorkType","ZPosition","ZVitality","ZSelf_Awareness","ZChoice_Perception","ZMindfulness","ZS_Autonomy","ZF_Autonomy","ZS_Relatedness","ZS_Competency","ZF_Competency","ZF_Relatedness","ZNeeds_satisfaction","ZNeeds_frustration","ZMachiavellianism","ZNarcissism","ZPsychopathy"
1,36,0,0,3,3,2,3,3,6,3,1,2,2,2,2,5,2,4,2,4,1,6,5,2,6,6,5,6,5,5,1,6,1,5,5,2,4,1,5,1,5,4,4,4,2,1,5,4,4,4,1,2,4,1,4,4,4,5,5,5,1,4,4,4,2,4,4,2,4,1,1,1,4,2,1,1,5,1,1,1,1,4,2,1,1,1,3.28571428571429,3.4,1.8,4.33333333333333,2.75,4,3.25,2.25,4.75,3,2.75,3.91666666666667,3.33333333333333,2.22222222222222,1.44444444444444,NA,2,NA,NA,0.4,NA,0.929926776408983,0.25330666222791,-0.586045735337861,-0.678645233146201,-1.31202744807981,-1.15305815294683,-1.89171992790633,0.237776152915218,-1.51752769371509,1.59699104068852,-1.08661813444468,-2.49759926269654,2.71540511819139,1.53290094251405,-2.05754062338199,2.39181176869541,0.628858485399859,-0.734084042873204,-0.817953324822598
1,31,0,1,5,5,6,5,6,3,3,2,2,5,4,4,4,2,5,2,5,2,6,5,5,4,1,5,6,5,5,1,2,2,5,6,2,2,3,1,4,3,4,3,5,3,4,3,4,4,4,2,4,2,3,3,4,1,4,3,4,4,4,4,4,1,3,4,4,3,4,4,4,4,2,2,2,5,1,2,1,3,4,3,1,3,1,4.71428571428571,4,3,4,3.25,3,4,4,2.75,1.75,3.75,2.5,3.55555555555556,3.33333333333333,2.11111111111111,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.348142705946946,-0.586045735337861,1.47100939725204,-0.0826573096487748,-0.341253494204126,-0.650113195309975,-0.185740034344122,-0.873827926420811,0.519768882595314,-0.0737471480429018,-0.265539965184297,0.624436130990133,0.005733393528615,-0.491502560429063,0.486243243443995,0.928460983322069,0.845112906920112,0.16931886538552
1,48,0,1,5,6,6,6,6,5,6,3,5,3,4,4,4,4,4,4,5,2,6,5,5,2,6,5,3,5,5,4,5,5,5,4,3,3,3,1,4,2,4,1,4,1,4,1,4,3,2,2,4,2,4,3,3,2,4,2,2,2,3,2,4,2,2,3,3,5,5,4,4,4,2,2,5,4,1,4,1,3,2,3,2,1,2,5.71428571428571,4.4,3.6,4.46666666666667,3.75,2.5,3,4,1.75,1.5,3.58333333333333,1.91666666666667,2.55555555555556,3.88888888888889,2.11111111111111,NA,NA,3,NA,NA,2.7,0.929926776408983,1.69678514584756,-0.586045735337861,1.47100939725204,0.777901787252952,0.199949611624342,-0.0293098290117988,0.407182627818955,-0.230128159126536,-0.0188421964512869,-1.42424179657861,-0.265539965184297,-0.421048362610495,-0.299700116268473,-0.752508904254551,-0.298402619894822,-0.419750257327877,1.63471138181677,0.16931886538552
0,40,0,1,2,2,1,3,3,2,2,2,4,2,3,1,2,2,3,2,4,2,6,5,2,5,1,4,5,6,5,5,3,1,3,1,3,4,2,3,5,1,2,4,2,3,4,2,2,3,2,4,5,1,4,3,1,4,5,2,2,1,1,2,1,3,4,3,4,3,2,2,2,2,2,1,5,5,1,2,3,4,4,2,1,1,1,2.14285714285714,3.2,1.8,3.6,2.75,3.5,1.75,4.75,1.5,3.5,3.08333333333333,2.83333333333333,2.33333333333333,2.66666666666667,2.11111111111111,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.734466156767794,-0.586045735337861,1.47100939725204,-2.29552355882464,-1.42365970586106,-1.89171992790633,-0.69395945905533,-1.51752769371509,1.05837996164192,-3.11236010724824,0.691056876606663,-0.682419486010652,2.14376796210823,-1.53552793573102,0.934612308209034,-0.719352755250086,-0.102405262955878,0.16931886538552
1,24,0,1,5,6,6,4,5,5,5,2,2,3,4,4,4,2,4,2,3,4,2,5,1,5,2,4,4,6,5,3,4,2,5,3,3,4,4,2,4,2,3,4,5,2,5,3,3,4,4,2,4,2,3,3,5,2,5,2,4,4,3,3,4,3,4,4,3,3,4,3,3,4,2,3,3,4,2,4,3,3,4,4,2,3,3,5.14285714285714,3.4,2.6,3.66666666666667,3,3.75,4.5,4.5,2.25,2,4,2.66666666666667,3.55555555555556,3.22222222222222,3.11111111111111,1,NA,NA,0.46,NA,NA,0.929926776408983,-1.19017182139174,-0.586045735337861,1.47100939725204,0.286153731880537,-1.15305815294683,-1.06398210617542,-0.609256221603462,-1.19567781006795,1.32768550116522,0.601500176224951,0.372191262676343,0.101693884189819,0.311166903325703,-0.0999930446908302,0.710427775826514,0.928460983322069,0.68719321194078,1.6502271506977
1,36,0,1,5,3,2,5,6,3,5,3,3,4,4,4,5,1,5,1,1,3,2,5,5,4,3,5,4,5,5,3,4,3,4,4,1,3,3,4,4,3,3,4,3,3,4,3,3,4,4,3,4,3,3,4,4,2,4,3,3,4,3,2,2,1,1,1,5,3,1,1,1,3,1,1,1,1,1,3,1,2,4,3,1,1,1,4.14285714285714,3.6,2.6,3.93333333333333,2.5,3.75,3.5,4,3,3,3.33333333333333,3.25,2.44444444444444,1.44444444444444,1.88888888888889,NA,2,NA,NA,0.4,NA,0.929926776408983,0.25330666222791,-0.586045735337861,1.47100939725204,-0.57440536502119,-0.882456600032593,-1.06398210617542,-0.27044327179599,-1.83937757736222,1.32768550116522,-0.748994472310755,-0.265539965184297,0.88580725439029,1.53290094251405,-1.14401841999278,1.49507363916533,-0.569551506288981,-1.83952190772853,-0.159771864683853
1,43,0,0,5,5,2,5,5,3,4,5,5,5,5,5,5,5,5,5,5,6,2,2,4,5,1,2,1,2,2,2,2,4,2,4,5,1,5,1,5,1,5,1,5,1,5,4,5,1,5,1,5,1,5,1,5,1,5,1,1,4,2,1,1,1,1,1,5,3,3,2,3,1,3,1,3,1,1,3,1,3,1,1,1,1,1,4.14285714285714,5,5,2.73333333333333,5,1,5,5,1.75,1,5,1.25,1.88888888888889,2.22222222222222,1.44444444444444,NA,2,NA,NA,0.4,NA,0.929926776408983,1.09533577767271,-0.586045735337861,-0.678645233146201,-0.57440536502119,1.01175427036704,1.41923135901728,-1.79510154592961,1.37912125910915,-1.63467543359109,1.2767475004928,1.00992249053698,-0.421048362610495,-0.910567135862648,1.4660450182621,-1.1951407494249,-1.31855775109451,-0.734084042873204,-0.817953324822598
1,38,0,1,4,3,4,3,5,5,4,2,2,2,2,2,4,3,2,2,3,4,5,5,4,4,6,5,5,5,5,2,5,3,5,2,3,4,3,2,4,3,3,4,4,1,4,3,3,5,5,2,3,4,3,4,4,1,4,3,5,1,2,3,3,1,5,1,5,3,3,2,1,3,2,1,3,3,1,1,1,2,3,2,1,1,1,4,2.6,2.2,4.33333333333333,3,4.25,4,3.75,3.25,1.5,3.58333333333333,3,2.88888888888889,2.33333333333333,1.44444444444444,NA,2,NA,NA,0.4,NA,0.929926776408983,0.493886409497852,-0.586045735337861,1.47100939725204,-0.697342378864294,-2.23546436460376,-1.47785101704088,0.237776152915218,-1.19567781006795,1.86629658021182,-0.0737471480429018,-0.584405579114617,1.14717837779045,-0.299700116268473,-0.752508904254551,1.15879684059155,0.0296534895554387,-0.576164347893873,-0.817953324822598
0,55,1,1,4,5,4,3,5,5,3,5,3,5,5,5,3,5,3,5,1,1,3,3,3,3,1,4,4,4,5,4,1,1,1,2,4,2,3,1,2,3,4,1,2,4,3,2,3,2,2,3,2,3,1,2,4,4,4,2,1,3,3,1,3,1,3,2,4,3,2,1,1,3,1,1,2,2,1,4,3,2,2,1,1,1,1,4.14285714285714,3,5,2.66666666666667,3,1.75,2.75,2.75,2.5,3,2.83333333333333,2.41666666666667,2.33333333333333,1.77777777777778,1.77777777777778,NA,NA,3,NA,NA,2.7,-1.07351841100155,2.53881426129236,1.70343960404871,1.47100939725204,-0.57440536502119,-1.69426125877529,1.41923135901728,-1.87980478338148,-1.19567781006795,-0.826758815021189,-1.76186545871253,-1.8598680348359,0.363065007589976,1.53290094251405,-1.92703745146925,0.374150977252735,-0.719352755250086,-1.36576282279053,-0.324317229718539
1,48,1,1,6,6,4,6,5,6,4,4,5,5,5,5,5,5,2,5,5,3,6,6,6,2,1,6,6,6,6,6,5,2,3,5,5,1,3,3,4,2,4,1,4,4,5,3,4,1,4,2,5,5,4,1,5,1,5,1,5,1,1,3,3,2,5,3,4,4,3,4,4,3,3,2,4,1,1,4,1,3,2,1,1,1,1,5.28571428571429,4.4,4.8,4.6,4.25,1,4,4.75,2.75,2.5,4.33333333333333,2.08333333333333,3,3.11111111111111,1.66666666666667,NA,NA,3,NA,NA,2.7,0.929926776408983,1.69678514584756,1.70343960404871,1.47100939725204,0.40909074572364,0.199949611624342,1.21229690358455,0.57658910272269,0.413571608167739,-1.63467543359109,-0.0737471480429018,0.691056876606663,0.624436130990133,0.922033922919878,0.422019642960146,-0.074218087512303,0.179454738516544,0.529273516961449,-0.488862594753225
0,37,0,1,6,6,3,6,6,6,5,4,5,5,4,5,5,4,5,4,5,5,6,5,6,2,3,6,6,5,6,3,6,2,6,6,5,2,5,1,5,1,5,2,5,1,5,2,4,4,5,1,5,1,4,1,5,1,5,1,4,4,5,4,4,2,5,4,3,5,5,4,2,4,3,1,5,4,1,2,2,3,4,1,1,2,1,5.42857142857143,4.8,4.4,4.86666666666667,4.5,2.25,5,5,1.25,1,4.83333333333333,1.5,3.88888888888889,3.66666666666667,1.88888888888889,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.373596535862881,-0.586045735337861,1.47100939725204,0.532027759566745,0.741152717452809,0.798427992719102,0.915402052530162,0.735421491814876,-0.288147735974587,1.2767475004928,1.00992249053698,-0.943790609410809,-0.910567135862648,1.20503867443661,-0.858863950851121,1.37786473020538,1.31887199185811,-0.159771864683853
1,24,1,0,7,7,5,6,5,6,5,4,5,4,5,5,5,5,5,4,5,5,3,6,2,3,1,5,4,5,4,6,4,6,6,3,5,1,5,1,5,1,4,1,4,1,5,2,4,1,5,1,5,1,5,2,5,1,5,1,2,3,2,1,3,1,1,2,4,5,4,2,1,3,3,1,3,2,1,3,2,3,5,3,1,1,1,5.85714285714286,5,4.4,4.2,4.5,1.25,4.75,5,1.25,1,4.75,1.16666666666667,2.11111111111111,2.66666666666667,2.22222222222222,1,NA,NA,0.46,NA,NA,0.929926776408983,-1.19017182139174,1.70343960404871,-0.678645233146201,0.900838801096056,1.01175427036704,0.798427992719102,0.0683696780114825,0.735421491814876,-1.36536989406779,0.939123838358878,1.00992249053698,-0.943790609410809,-0.910567135862648,1.07453550252387,-1.30723301561616,-1.0189552531723,-0.102405262955878,0.333864230420206
0,52,1,1,5,3,1,5,5,4,5,2,3,2,2,5,5,1,4,1,5,5,5,6,3,2,1,5,6,5,5,4,5,1,4,5,1,5,2,1,5,1,4,5,4,1,5,2,1,4,4,1,5,1,3,3,5,1,5,1,3,2,3,5,1,1,5,1,5,4,2,1,5,2,1,3,5,4,2,1,1,2,4,1,1,1,1,4,3.8,2.2,4.13333333333333,2.25,4.25,3.75,5,1.25,1,3.66666666666667,2.16666666666667,2.88888888888889,3,1.55555555555556,NA,NA,3,NA,NA,2.7,-1.07351841100155,2.17794464038745,1.70343960404871,1.47100939725204,-0.697342378864294,-0.61185504711836,-1.47785101704088,-0.0163335594403852,-2.16122746100936,1.86629658021182,-0.411370810176828,1.00992249053698,-0.943790609410809,-0.910567135862648,-0.622005732341807,0.0378741786789563,0.0296534895554387,0.371353821982117,-0.653407959787912
1,43,0,1,4,5,2,6,6,4,4,2,2,2,4,4,4,2,4,4,5,4,3,5,5,2,6,6,5,5,5,5,4,2,4,6,4,4,4,1,3,2,5,2,4,2,5,2,5,2,4,1,4,2,5,2,5,1,3,1,5,1,3,3,2,1,3,4,5,3,1,3,1,4,1,1,3,1,1,1,1,1,3,3,1,1,1,4.42857142857143,3.8,2.8,4.46666666666667,4.75,2.5,4.25,3.75,1.75,1.25,4.25,1.83333333333333,3,2,1.44444444444444,NA,2,NA,NA,0.4,NA,0.929926776408983,1.09533577767271,-0.586045735337861,1.47100939725204,-0.328531337334982,-0.61185504711836,-0.8570476507427,0.407182627818955,1.05727137546201,-0.0188421964512869,0.263876514091025,-0.584405579114617,-0.421048362610495,-0.60513362606556,0.291516471047402,-0.410494886086082,0.179454738516544,-1.04992343283187,-0.817953324822598
1,37,1,0,3,6,2,2,2,2,1,4,4,4,4,2,4,2,4,3,4,3,3,4,3,3,2,3,5,5,5,3,3,2,3,5,4,2,4,3,4,2,2,3,4,1,3,4,3,2,3,1,3,4,2,1,3,2,3,2,4,2,1,1,1,1,3,3,3,2,3,3,2,4,2,1,2,4,2,2,1,1,1,1,1,3,1,2.57142857142857,4,3,3.46666666666667,2.75,2,3.5,3.25,3,1.75,3.16666666666667,2.25,2.11111111111111,2.55555555555556,1.44444444444444,NA,2,NA,NA,0.4,NA,0.929926776408983,0.373596535862881,1.70343960404871,-0.678645233146201,-1.92671251729533,-0.341253494204126,-0.650113195309975,-0.863365933959066,-1.51752769371509,-0.557453275497888,-0.748994472310755,-1.22213680697526,0.88580725439029,0.005733393528615,-1.40502476381827,0.149966444870216,-1.0189552531723,-0.26032495793521,-0.817953324822598
1,37,1,0,5,5,3,6,7,5,5,5,5,4,4,4,5,4,4,4,5,6,5,4,2,3,1,3,4,4,4,2,5,3,5,6,4,2,5,1,4,2,4,2,5,1,4,2,4,2,5,1,4,2,5,2,5,2,4,2,4,2,2,4,3,2,4,4,4,3,4,2,3,4,4,1,3,3,1,2,4,2,4,4,1,2,2,5.14285714285714,4.6,4.2,3.8,4.25,2,5,4,2,1.25,4.41666666666667,1.75,3.22222222222222,3,2.44444444444444,NA,2,NA,NA,0.4,NA,0.929926776408983,0.373596535862881,1.70343960404871,-0.678645233146201,0.286153731880537,0.470551164538575,0.591493537286377,-0.439849746699726,0.413571608167739,-0.557453275497888,1.2767475004928,-0.265539965184297,-0.159677239210338,-0.60513362606556,0.552522814872891,-0.522587152277342,0.479057236438754,0.371353821982117,0.662954960489579
1,41,0,0,3,4,7,4,4,3,3,1,5,3,3,3,5,3,1,3,5,5,4,6,4,6,6,4,5,4,5,3,6,3,4,6,3,3,4,1,4,3,4,3,5,2,4,3,4,1,4,3,4,3,1,3,4,3,5,2,5,1,1,1,1,1,1,3,5,5,2,1,1,1,1,1,1,1,1,2,1,3,2,1,5,1,1,4,3.8,2.6,4.73333333333333,3,2.5,4.25,4.25,2.75,2.25,3.83333333333333,2.5,2.11111111111111,1.55555555555556,1.88888888888889,NA,2,NA,NA,0.4,NA,0.929926776408983,0.854756030402765,-0.586045735337861,-0.678645233146201,-0.697342378864294,-0.61185504711836,-1.06398210617542,0.745995577626427,-1.19567781006795,-0.0188421964512869,0.263876514091025,0.0533256487460231,0.624436130990133,0.61660041312279,-0.360999388516318,0.486243243443995,-1.0189552531723,-1.68160221274919,-0.159771864683853
1,24,0,0,5,5,3,5,6,5,5,5,5,5,5,5,5,5,2,5,5,2,3,5,1,1,5,3,5,3,5,3,3,3,5,3,4,4,5,2,5,2,4,1,4,1,4,2,5,5,4,1,5,1,5,2,4,4,4,4,5,4,4,2,2,2,4,4,4,4,4,4,4,4,4,2,4,4,1,4,1,4,4,2,5,1,4,4.85714285714286,4.4,5,3.33333333333333,4.5,3,4.25,4.5,2.25,2,4.41666666666667,2.41666666666667,3.44444444444444,3.77777777777778,2.88888888888889,1,NA,NA,0.46,NA,NA,0.929926776408983,-1.19017182139174,-0.586045735337861,-0.678645233146201,0.0402797041943286,0.199949611624342,1.41923135901728,-1.0327724088628,0.735421491814876,0.519768882595314,0.263876514091025,0.372191262676343,0.101693884189819,0.311166903325703,0.552522814872891,0.374150977252735,0.778659734360964,1.47679168683744,1.32113642062832
1,32,0,0,4,5,4,4,7,4,4,3,3,2,3,1,3,2,3,2,4,3,3,4,5,4,2,5,4,5,4,3,6,5,3,4,3,3,4,2,3,3,3,2,4,2,3,1,3,3,4,1,3,3,2,3,4,2,3,1,3,2,1,3,2,1,2,1,3,4,5,2,2,2,5,2,3,1,1,3,1,2,3,2,1,1,1,4.57142857142857,3.2,2,4,2.75,2.75,4,3,2,1.75,3.25,2.16666666666667,2,2.88888888888889,1.66666666666667,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.227852832311975,-0.586045735337861,-0.678645233146201,-0.205594323491879,-1.42365970586106,-1.6847854724736,-0.185740034344122,-1.51752769371509,0.250463343072014,-0.0737471480429018,-1.54100242090558,-0.159677239210338,0.005733393528615,-1.27452159190553,0.0378741786789563,-1.1687565021334,0.213434127002785,-0.488862594753225
0,35,1,1,2,2,1,2,5,4,4,3,2,3,5,3,5,2,5,2,5,5,6,5,5,6,1,6,5,5,5,4,6,2,6,6,4,3,4,1,2,3,2,3,5,1,4,2,3,1,5,1,5,3,3,1,4,1,3,1,1,2,3,2,1,1,2,4,1,3,3,1,1,2,3,1,4,2,1,1,1,1,2,1,1,1,1,2.85714285714286,4.4,2.6,4.86666666666667,3,2,4.5,3.5,2.25,1,3.66666666666667,1.75,1.88888888888889,2.22222222222222,1.11111111111111,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.133016788592939,1.70343960404871,1.47100939725204,-1.68083848960913,0.199949611624342,-1.06398210617542,0.915402052530162,-1.19567781006795,-0.557453275497888,0.601500176224951,-0.903271193044936,0.101693884189819,-0.910567135862648,-0.622005732341807,-0.522587152277342,-1.31855775109451,-0.734084042873204,-1.31158941992666
1,30,0,0,5,3,1,6,7,5,1,3,5,3,5,5,5,3,3,5,5,6,6,5,5,6,2,5,5,6,6,3,4,3,4,6,3,1,5,1,5,1,5,1,5,1,5,1,3,3,5,1,5,1,4,3,5,1,5,1,5,1,3,1,3,1,1,3,4,3,3,3,3,1,1,1,2,1,1,1,1,1,5,3,1,1,1,4,4.6,3.8,4.8,3.75,2,5,5,1,1,4.58333333333333,1.33333333333333,2.44444444444444,2,1.66666666666667,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.468432579581917,-0.586045735337861,-0.678645233146201,-0.697342378864294,0.470551164538575,0.177624626420926,0.830698815078295,-0.230128159126536,-0.557453275497888,1.2767475004928,1.00992249053698,-1.20516173281097,-0.910567135862648,0.813529158698379,-1.08304848323364,-0.569551506288981,-1.04992343283187,-0.488862594753225
1,37,0,0,4,4,1,5,7,3,3,1,5,1,5,1,5,1,5,1,5,4,6,6,6,5,3,6,6,4,6,5,5,4,6,6,3,5,5,1,4,4,4,4,5,1,4,5,5,5,5,2,4,2,1,4,4,2,4,4,5,1,1,1,1,1,1,1,1,3,1,3,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,3.85714285714286,5,1,5.2,3.25,4.5,4.75,4,3.75,1.5,4,3.25,1.44444444444444,2.11111111111111,1,NA,2,NA,NA,0.4,NA,0.929926776408983,0.373596535862881,-0.586045735337861,-0.678645233146201,-0.820279392707398,1.01175427036704,-2.71945774963723,1.3389182397895,-0.873827926420811,2.13560211973512,0.939123838358878,-0.265539965184297,1.66992062459076,-0.299700116268473,-0.0999930446908302,1.49507363916533,-1.91776274693893,-0.892003737852536,-1.47613478496134
1,39,1,1,6,6,2,5,5,5,3,5,5,5,5,5,5,5,5,3,5,5,6,5,4,4,3,4,5,4,5,3,5,4,5,6,4,2,4,1,4,2,5,2,4,2,4,2,4,1,5,1,5,2,4,2,5,1,5,2,4,2,2,4,2,1,3,2,4,4,2,3,3,4,4,3,2,3,1,2,1,2,3,2,2,1,2,4.57142857142857,5,4.6,4.53333333333333,4.25,1.75,4.5,4.5,2,1.25,4.41666666666667,1.66666666666667,2.66666666666667,3.11111111111111,1.77777777777778,NA,2,NA,NA,0.4,NA,0.929926776408983,0.614176283132823,1.70343960404871,1.47100939725204,-0.205594323491879,1.01175427036704,1.00536244815183,0.491885865270822,0.413571608167739,-0.826758815021189,0.601500176224951,0.372191262676343,-0.159677239210338,-0.60513362606556,0.552522814872891,-0.634679418468602,-0.269949008366771,0.529273516961449,-0.324317229718539
1,33,1,0,7,7,3,7,7,7,7,4,5,5,1,5,5,5,1,5,5,5,5,5,2,2,2,2,2,2,2,2,5,5,5,5,4,4,5,1,5,2,5,1,5,1,5,1,5,4,5,1,5,1,5,1,5,1,5,1,4,2,4,2,2,1,1,4,2,5,2,1,4,2,2,1,5,1,1,2,1,1,1,2,4,1,1,6.42857142857143,3.4,4.8,3.4,4.75,2.5,5,5,1.25,1,4.91666666666667,1.58333333333333,2.44444444444444,2.55555555555556,1.55555555555556,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.107562958677004,1.70343960404871,-0.678645233146201,1.39258685646847,-1.15305815294683,1.21229690358455,-0.948069171410934,1.05727137546201,-0.0188421964512869,1.2767475004928,1.00992249053698,-0.943790609410809,-0.910567135862648,1.33554184634936,-0.746771684659861,-0.569551506288981,-0.26032495793521,-0.653407959787912
0,33,0,0,5,3,4,5,4,4,5,5,5,5,5,3,5,4,5,4,5,6,3,6,4,6,3,5,6,5,6,6,6,5,6,6,4,3,5,1,5,2,3,1,4,1,4,3,2,2,4,1,5,2,1,2,5,1,5,1,5,3,4,3,2,3,2,2,5,3,3,1,1,3,2,1,3,5,5,3,3,2,2,4,1,3,1,4.28571428571429,5,4.2,5.26666666666667,2.5,2,4.5,4.75,2,1,3.91666666666667,1.66666666666667,3.22222222222222,2.44444444444444,2.66666666666667,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.107562958677004,-0.586045735337861,-0.678645233146201,-0.451468351178087,1.01175427036704,0.591493537286377,1.42362147724137,-1.83937757736222,-0.557453275497888,0.601500176224951,0.691056876606663,-0.159677239210338,-0.910567135862648,-0.230496216603575,-0.634679418468602,0.479057236438754,-0.418244652914541,0.992045690558951
1,19,0,0,3,3,4,5,3,3,3,1,4,2,2,4,4,2,2,2,2,4,5,3,3,3,5,4,2,4,4,3,4,2,4,4,2,4,2,4,2,4,2,4,2,3,2,4,2,2,2,4,3,3,3,4,2,4,3,4,4,2,2,4,4,4,4,2,4,2,2,2,2,2,2,2,2,4,4,4,2,2,4,4,3,2,4,3.42857142857143,2.8,2.2,3.6,2.25,3.5,2,2.5,3.75,3.75,2.25,3.66666666666667,3.33333333333333,2.22222222222222,3.22222222222222,1,NA,NA,0.46,NA,NA,0.929926776408983,-1.7916211895666,-0.586045735337861,-0.678645233146201,-1.18909043423671,-1.96486281168953,-1.47785101704088,-0.69395945905533,-2.16122746100936,1.05837996164192,-2.77473644511431,-2.17873364876622,1.66992062459076,2.44920147190532,-2.84055965485846,2.05553497012163,0.628858485399859,-0.734084042873204,1.81477251573238
0,27,0,0,5,7,4,5,5,3,4,2,2,3,5,5,5,2,5,2,5,5,4,6,4,6,2,3,3,4,4,6,3,4,4,4,5,2,4,3,4,2,4,2,4,2,4,2,4,4,3,1,4,2,4,3,4,1,4,2,4,1,4,4,2,1,1,3,4,2,2,2,1,3,4,1,1,4,2,4,2,2,2,2,1,1,1,4.71428571428571,4.4,2.8,4.13333333333333,4.25,2.75,3.75,4,2,1.75,4,2.16666666666667,2.66666666666667,2.22222222222222,1.88888888888889,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.82930220048683,-0.586045735337861,-0.678645233146201,-0.0826573096487748,0.199949611624342,-0.8570476507427,-0.0163335594403852,0.413571608167739,0.250463343072014,-0.411370810176828,-0.265539965184297,-0.159677239210338,0.005733393528615,-0.0999930446908302,0.0378741786789563,-0.269949008366771,-0.734084042873204,-0.159771864683853
1,36,0,0,6,6,7,7,6,6,6,3,5,5,5,5,3,3,5,4,5,3,3,6,6,4,6,4,5,5,6,6,6,4,6,6,5,2,5,1,5,1,5,1,5,1,5,3,4,1,5,1,5,1,5,1,5,1,5,1,3,3,3,3,2,1,2,5,5,5,3,5,5,5,5,1,3,5,1,3,1,2,2,2,1,2,3,6.28571428571429,4.6,4,5.06666666666667,4.75,1.25,5,5,1.5,1,4.91666666666667,1.25,3,4.11111111111111,1.88888888888889,NA,2,NA,NA,0.4,NA,0.929926776408983,0.25330666222791,-0.586045735337861,-0.678645233146201,1.26964984262537,0.470551164538575,0.384559081853652,1.16951176488577,1.05727137546201,-1.36536989406779,1.2767475004928,1.00992249053698,-0.682419486010652,-0.910567135862648,1.33554184634936,-1.1951407494249,0.179454738516544,1.95055077177543,-0.159771864683853
1,47,1,0,7,7,5,6,7,5,6,4,4,5,5,4,5,5,5,5,5,5,5,6,4,5,1,5,5,5,5,3,5,4,5,6,5,1,4,1,4,2,4,1,5,1,5,1,4,2,5,1,5,4,4,3,5,1,5,1,4,3,4,4,2,1,4,3,4,3,4,2,3,4,4,2,4,3,1,3,1,4,4,1,2,1,2,6.14285714285714,4.8,4.6,4.6,4.25,1.75,4.75,4.75,2,1,4.58333333333333,1.58333333333333,3.22222222222222,3.22222222222222,2.11111111111111,NA,NA,3,NA,NA,2.7,0.929926776408983,1.57649527221259,1.70343960404871,-0.678645233146201,1.14671282878226,0.741152717452809,1.00536244815183,0.57658910272269,0.413571608167739,-0.826758815021189,0.939123838358878,0.691056876606663,-0.159677239210338,-0.910567135862648,0.813529158698379,-0.746771684659861,0.479057236438754,0.68719321194078,0.16931886538552
1,30,0,0,4,3,2,4,5,3,3,4,5,4,4,4,4,4,5,4,5,4,5,3,1,4,1,2,3,3,4,2,6,4,3,4,4,3,2,3,4,3,4,2,5,1,4,1,5,4,3,3,4,3,4,3,4,2,4,1,3,2,2,2,2,1,4,3,4,2,3,1,1,2,2,1,1,4,1,2,1,1,1,1,1,1,2,3.42857142857143,4.6,4,3.26666666666667,4.25,3,3.5,4,2,2.25,3.91666666666667,2.41666666666667,2.55555555555556,1.88888888888889,1.22222222222222,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.468432579581917,-0.586045735337861,-0.678645233146201,-1.18909043423671,0.470551164538575,0.384559081853652,-1.11747564631467,0.413571608167739,0.519768882595314,-0.748994472310755,-0.265539965184297,-0.159677239210338,0.61660041312279,-0.230496216603575,0.374150977252735,-0.419750257327877,-1.2078431278112,-1.14704405489197
1,30,0,0,3,3,3,4,3,4,3,4,5,2,5,2,5,2,3,3,4,3,5,6,5,5,3,3,5,5,5,5,5,3,5,5,4,4,2,2,5,2,3,3,5,1,4,2,5,4,5,2,3,2,3,4,5,1,4,2,3,4,2,2,2,1,3,4,4,3,1,3,2,1,1,1,1,3,2,2,1,1,4,2,1,1,2,3.28571428571429,4.4,2.6,4.53333333333333,3.75,3.75,4.25,4,2,1.5,4,2.41666666666667,2.77777777777778,1.77777777777778,1.77777777777778,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.468432579581917,-0.586045735337861,-0.678645233146201,-1.31202744807981,0.199949611624342,-1.06398210617542,0.491885865270822,-0.230128159126536,1.32768550116522,0.263876514091025,-0.265539965184297,-0.159677239210338,-0.299700116268473,-0.0999930446908302,0.374150977252735,-0.120147759405666,-1.36576282279053,-0.324317229718539
